,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
14588,TSPAN2,94.7795,100.60595,95.88225,92.0822,95.9748,102.39785,112.8845,107.39200000000001,124.318,111.4155,103.46525,123.348,astrocyte development///axon development///brain development///cell surface receptor signaling pathway///inflammatory response///microglia development///myelination///oligodendrocyte differentiation,GO:0014002///GO:0061564///GO:0007420///GO:0007166///GO:0006954///GO:0014005///GO:0042552///GO:0048709,False
14589,TSPAN3,989.336,872.65,881.8625,1428.19,1390.695,1472.015,346.577,381.376,445.48,1037.49,1064.0825,848.477,biological_process///cell surface receptor signaling pathway,GO:0008150///GO:0007166,False
14590,TSPAN31,377.272,281.16700000000003,331.61199999999997,574.332,523.369,364.12300000000005,178.78099999999998,186.75400000000002,179.976,235.275,235.55900000000003,218.49400000000003,cell surface receptor signaling pathway///positive regulation of cell proliferation,GO:0007166///GO:0008284,False
14591,TSPAN32,92.3372,95.2875,92.5156,87.2134,91.9093,94.7981,100.11200000000001,104.20700000000001,91.9294,91.6712,95.4746,98.3032,cell surface receptor signaling pathway///cell-cell signaling///cytoskeleton organization///defense response to protozoan///integrin-mediated signaling pathway///negative regulation of cell proliferation///negative regulation of myeloid dendritic cell activation///platelet aggregation///regulation of defense response to virus,GO:0007166///GO:0007267///GO:0007010///GO:0042832///GO:0007229///GO:0008285///GO:0030886///GO:0070527///GO:0050688,False
14592,TSPAN33,129.29,117.836,132.51,141.624,140.20600000000002,152.642,126.844,128.066,141.233,167.079,168.84400000000002,193.505,cell surface receptor signaling pathway///establishment of protein localization to plasma membrane///positive regulation of Notch signaling pathway///protein maturation,GO:0007166///GO:0090002///GO:0045747///GO:0051604,False
14593,TSPAN4,536.10775,419.57545,588.45475,821.081475,643.559,590.35175,247.1575,266.99275,263.06745,313.5343,326.153475,365.92475,cell surface receptor signaling pathway///protein complex assembly,GO:0007166///GO:0006461,False
14594,TSPAN5,909.25,1183.56,1112.61,1021.04,955.758,987.15,202.51,236.983,240.424,238.574,275.625,318.33099999999996,establishment of protein localization to plasma membrane///positive regulation of Notch signaling pathway///protein maturation,GO:0090002///GO:0045747///GO:0051604,False
14595,TSPAN6,221.99,214.014,247.6395,314.5,309.8365,319.325,743.5139999999999,713.2130000000001,772.975,1024.731,1105.2945,1144.931,cell surface receptor signaling pathway///negative regulation of NIK/NF-kappaB signaling///negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway///positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0007166///GO:1901223///GO:0039532///GO:0043123,False
14596,TSPAN7,92.76065,99.9656,96.4564,97.01245,94.4205,96.3921,97.6467,94.2007,96.0295,98.2321,97.98575,93.80815,cell surface receptor signaling pathway///viral process,GO:0007166///GO:0016032,False
14597,TSPAN8,104.334,103.08,103.06700000000001,106.339,102.415,106.038,106.04799999999999,92.9861,94.3248,107.89200000000001,116.587,99.037,cell surface receptor signaling pathway///negative regulation of blood coagulation,GO:0007166///GO:0030195,False
14598,TSPAN9,2026.52,1455.21,1798.17,1661.6,1428.09,1401.23,2090.29,1914.89,2053.04,2498.73,2414.65,2267.29,biological_process///cell surface receptor signaling pathway,GO:0008150///GO:0007166,False
14599,TSPEAR,88.1687,93.28399999999999,133.19899999999998,104.286,96.1988,105.07700000000001,88.8417,101.556,95.2973,95.5584,96.8625,98.8938,sensory perception of sound,GO:0007605,False
14600,TSPO,4151.365,3376.5675,3403.5205,5062.74,4810.425,4433.235,3958.2529999999997,4157.955,3891.0035,4734.365,4221.165,4314.53,adrenal gland development///aging///anion transport///apoptotic process///behavioral response to pain///cell proliferation///cellular hypotonic response///cellular response to lipopolysaccharide///cellular response to zinc ion///chemical synaptic transmission///chloride transport///contact inhibition///glial cell migration///heme biosynthetic process///lipid transport///maintenance of protein location in mitochondrion///negative regulation of ATP metabolic process///negative regulation of glial cell proliferation///negative regulation of mitophagy///negative regulation of nitric oxide biosynthetic process///negative regulation of protein ubiquitination///negative regulation of tumor necrosis factor production///peripheral nervous system axon regeneration///positive regulation of apoptotic process///positive regulation of calcium ion transport///positive regulation of glial cell proliferation///positive regulation of mitochondrial depolarization///positive regulation of necrotic cell death///positive regulation of reactive oxygen species metabolic process///protein targeting to mitochondrion///regulation of cholesterol transport///regulation of steroid biosynthetic process///response to drug///response to manganese ion///response to progesterone///response to testosterone///response to vitamin B1///signal transduction///steroid biosynthetic process///steroid metabolic process,GO:0030325///GO:0007568///GO:0006820///GO:0006915///GO:0048266///GO:0008283///GO:0071476///GO:0071222///GO:0071294///GO:0007268///GO:0006821///GO:0060242///GO:0008347///GO:0006783///GO:0006869///GO:0072656///GO:1903579///GO:0060253///GO:1903147///GO:0045019///GO:0031397///GO:0032720///GO:0014012///GO:0043065///GO:0051928///GO:0060252///GO:0051901///GO:0010940///GO:2000379///GO:0006626///GO:0032374///GO:0050810///GO:0042493///GO:0010042///GO:0032570///GO:0033574///GO:0010266///GO:0007165///GO:0006694///GO:0008202,True
14601,TSPO2,102.15299999999999,96.7028,102.171,98.1891,108.31299999999999,105.36200000000001,97.2967,103.191,88.0893,94.6649,98.0084,96.6186,transport,GO:0006810,False
14602,TSPOAP1,98.8123,84.9902,99.344,89.6856,90.8764,97.0321,101.90700000000001,99.5734,94.2143,100.26299999999999,106.117,93.0746,biological_process///glutamate secretion///neurotransmitter secretion,GO:0008150///GO:0014047///GO:0007269,False
14603,TSPY1,100.194,91.40445,99.4717,100.1052,98.603,102.3693,95.7698,106.2937,97.07405,97.53415,96.2813,116.8911,cell differentiation///cell proliferation///gonadal mesoderm development///nucleosome assembly///sex differentiation///spermatogenesis,GO:0030154///GO:0008283///GO:0007506///GO:0006334///GO:0007548///GO:0007283,False
14604,TSPY2,96.4972,95.70535,107.005,101.88795,109.0859,107.26899999999999,112.3145,99.31305,107.5535,101.72615,100.3179,95.51985,cell differentiation///gonadal mesoderm development///nucleosome assembly///spermatogenesis,GO:0030154///GO:0007506///GO:0006334///GO:0007283,False
14605,TSPY26P,95.7363,94.0613,92.3327,108.859,104.68225,103.5073,94.97495,98.40625,95.0793,103.0221,94.97645,104.2925,nucleosome assembly,GO:0006334,False
14606,TSPY3,112.113,106.104,110.656,107.512,96.1933,91.1404,108.038,104.486,113.255,105.825,102.31,119.98200000000001,cell differentiation///gonadal mesoderm development///nucleosome assembly///spermatogenesis,GO:0030154///GO:0007506///GO:0006334///GO:0007283,False
14607,TSPY4,102.979,96.7522,99.0022,103.686,92.5106,103.963,99.8956,95.0798,103.604,101.54700000000001,99.4231,99.1162,cell differentiation///gonadal mesoderm development///nucleosome assembly///spermatogenesis,GO:0030154///GO:0007506///GO:0006334///GO:0007283,False
14608,TSPY8,106.745,108.12299999999999,93.7014,100.413,97.3412,93.9327,100.23899999999999,107.70100000000001,98.5937,94.7433,92.272,89.2501,cell differentiation///gonadal mesoderm development///nucleosome assembly///spermatogenesis,GO:0030154///GO:0007506///GO:0006334///GO:0007283,False
14609,TSPYL1,485.704,501.645,459.593,601.012,831.9630000000001,575.998,684.289,670.6139999999999,611.231,965.617,874.952,590.439,biological_process///nucleosome assembly,GO:0008150///GO:0006334,False
14610,TSPYL2,142.5089667,151.47725,143.48178330000002,157.0718333,158.8681667,158.1224333,109.52743329999998,119.87433329999999,117.6227333,104.741,111.77398329999998,106.31591670000002,"IRE1-mediated unfolded protein response///cell cycle///covalent chromatin modification///negative regulation of DNA replication///negative regulation of cell cycle///negative regulation of cell growth///nucleosome assembly///regulation of protein kinase activity///regulation of signal transduction///regulation of transcription, DNA-templated///transcription, DNA-templated",GO:0036498///GO:0007049///GO:0016569///GO:0008156///GO:0045786///GO:0030308///GO:0006334///GO:0045859///GO:0009966///GO:0006355///GO:0006351,False
14611,TSPYL4,98.3444,98.1473,101.24,101.865,114.76899999999999,101.428,102.62299999999999,110.815,99.4212,112.521,123.916,97.3395,nucleosome assembly,GO:0006334,False
14612,TSPYL5,126.287,122.089,117.48299999999999,146.554,134.22899999999998,117.912,355.966,325.409,342.27,394.61400000000003,342.366,453.461,cellular response to gamma radiation///nucleosome assembly///positive regulation of cell proliferation///positive regulation of cell proliferation///positive regulation of protein kinase B signaling///positive regulation of protein ubiquitination///regulation of growth,GO:0071480///GO:0006334///GO:0008284///GO:0008284///GO:0051897///GO:0031398///GO:0040008,False
14613,TSPYL6,133.489,130.153,146.304,124.735,127.32600000000001,122.49,125.48299999999999,130.737,123.531,123.87899999999999,133.114,140.227,nucleosome assembly,GO:0006334,False
14614,TSR1,449.5495,488.5185,369.119,335.793,363.0065,313.453,258.08099999999996,241.71599999999998,185.2765,200.174,196.459,180.3885,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///rRNA processing///ribosome assembly",GO:0000479///GO:0000462///GO:0006364///GO:0042255,False
14615,TSR2,772.605,752.372,797.7260000000001,715.191,714.836,977.6339999999999,833.555,776.685,831.201,806.82,794.1560000000001,890.342,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO:0000462,False
14616,TSR3,231.767,266.934,256.241,255.176,258.557,254.949,192.662,204.18,216.792,223.33,246.00799999999998,287.158,maturation of SSU-rRNA,GO:0030490,False
14617,TSSK1B,95.7019,89.7372,103.916,104.22399999999999,100.37100000000001,98.3742,98.7411,111.227,93.209,103.02600000000001,96.1277,96.4546,intracellular signal transduction///multicellular organism development///protein phosphorylation///spermatid development,GO:0035556///GO:0007275///GO:0006468///GO:0007286,False
14618,TSSK2,98.2834,99.0623,99.1434,97.8567,94.5533,101.488,97.6967,102.49700000000001,92.4982,99.2843,98.5265,102.90100000000001,intracellular signal transduction///multicellular organism development///protein autophosphorylation///protein phosphorylation///spermatid development,GO:0035556///GO:0007275///GO:0046777///GO:0006468///GO:0007286,False
14619,TSSK3,99.2364,109.95299999999999,94.4716,99.33200000000001,105.228,96.4407,105.93299999999999,90.1221,103.637,92.8375,97.9496,91.4159,cell differentiation///intracellular signal transduction///multicellular organism development///protein phosphorylation///protein phosphorylation///spermatogenesis,GO:0030154///GO:0035556///GO:0007275///GO:0006468///GO:0006468///GO:0007283,False
14620,TSSK4,96.3903,97.5949,101.10799999999999,107.162,104.066,102.46600000000001,98.8253,94.3513,104.86399999999999,102.221,93.3951,97.6481,cell differentiation///intracellular signal transduction///multicellular organism development///positive regulation of CREB transcription factor activity///protein phosphorylation///protein phosphorylation///spermatogenesis,GO:0030154///GO:0035556///GO:0007275///GO:0032793///GO:0006468///GO:0006468///GO:0007283,False
14621,TSSK6,117.01,103.492,103.557,104.775,108.35600000000001,98.7859,108.499,100.411,97.1822,101.53200000000001,104.52,102.365,intracellular signal transduction///multicellular organism development///protein phosphorylation///sperm chromatin condensation,GO:0035556///GO:0007275///GO:0006468///GO:0035092,False
14622,TST,1110.23,815.7460000000001,1179.79,2192.68,1783.83,1750.96,2605.06,2381.1,2364.02,3401.03,3441.37,3824.92,cyanate catabolic process///epithelial cell differentiation///rRNA import into mitochondrion///rRNA transport,GO:0009440///GO:0030855///GO:0035928///GO:0051029,False
14623,TSTA3,291.9,318.384,321.404,326.745,305.982,386.575,188.458,199.175,242.382,258.747,291.474,268.726,'de novo' GDP-L-fucose biosynthetic process///'de novo' GDP-L-fucose biosynthetic process///'de novo' GDP-L-fucose biosynthetic process///GDP-mannose metabolic process///cytolysis///leukocyte cell-cell adhesion///oxidation-reduction process,GO:0042351///GO:0042351///GO:0042351///GO:0019673///GO:0019835///GO:0007159///GO:0055114,False
14624,TSTD2,129.77100000000002,136.064,134.214,130.783,126.229,122.79799999999999,122.50399999999999,148.889,127.60799999999999,122.45,117.73899999999999,116.071,biological_process,GO:0008150,False
14625,TTBK1,95.9951,94.0073,105.0,93.01,98.7769,93.5366,98.2143,99.4222,97.1301,89.3435,94.9965,92.1897,peptidyl-serine phosphorylation///regulation of cell shape///substantia nigra development,GO:0018105///GO:0008360///GO:0021762,False
14626,TTBK2,100.08200000000001,103.42,100.197,106.926,109.029,94.0605,98.5832,89.1003,91.2051,93.9331,94.9376,102.109,cilium assembly///cilium assembly///peptidyl-serine phosphorylation///regulation of cell shape///smoothened signaling pathway,GO:0042384///GO:0042384///GO:0018105///GO:0008360///GO:0007224,False
14627,TTC1,579.45,552.383,550.5269999999999,702.4580000000001,602.984,623.198,473.17,694.673,502.38800000000003,486.54,504.33099999999996,386.47,protein folding,GO:0006457,False
14628,TTC17,223.792,277.014,243.294,260.04400000000004,259.742,264.4,542.2230000000001,663.6439999999999,493.173,520.117,498.89099999999996,510.35,actin filament polymerization///cilium organization,GO:0030041///GO:0044782,False
14629,TTC19,555.7819999999999,536.992,511.02099999999996,851.0369999999999,826.433,684.4580000000001,957.88,1014.98,770.6389999999999,923.335,906.8560000000001,943.395,cytokinesis///mitochondrial respiratory chain complex III assembly,GO:0000910///GO:0034551,False
14630,TTC21A,111.47,116.241,116.971,112.0,104.111,107.215,97.77600000000001,98.9647,112.564,99.4451,107.818,108.272,cilium morphogenesis///intraciliary retrograde transport///protein localization to cilium,GO:0060271///GO:0035721///GO:0061512,False
14631,TTC21B,100.7788,98.3831,99.52465,100.76995,102.2444,99.0093,102.2,112.2595,97.1077,108.089,101.271,101.60615,cilium morphogenesis///forebrain dorsal/ventral pattern formation///intraciliary retrograde transport///intraciliary transport involved in cilium morphogenesis///protein localization to cilium///regulation of smoothened signaling pathway///regulation of transcription from RNA polymerase II promoter///smoothened signaling pathway///ventricular system development,GO:0060271///GO:0021798///GO:0035721///GO:0035735///GO:0061512///GO:0008589///GO:0006357///GO:0007224///GO:0021591,False
14632,TTC23L,103.353,111.35600000000001,103.1545,108.51100000000001,99.67405,103.10700000000001,105.9265,100.7534,103.0065,101.95299999999999,106.697,108.7455,response to endoplasmic reticulum stress,GO:0034976,False
14633,TTC26,254.287,260.297,283.402,223.75099999999998,258.209,279.38599999999997,318.16,395.536,347.89,220.108,226.78799999999998,248.237,cilium assembly///intraciliary transport///smoothened signaling pathway///spermatid development,GO:0042384///GO:0042073///GO:0007224///GO:0007286,False
14634,TTC27,787.466,736.2360000000001,726.805,800.0210000000001,845.7139999999999,844.4680000000001,549.5740000000001,478.602,579.113,609.26,626.0219999999999,623.511,biological_process,GO:0008150,False
14635,TTC28,108.9945,105.87799999999999,119.3595,115.2495,112.955,114.31605,105.413,99.60525,110.391,108.133,100.1707,103.44875,cell division///mitotic nuclear division///regulation of mitotic cell cycle,GO:0051301///GO:0007067///GO:0007346,False
14636,TTC3,1401.819,1484.09,1418.1167,1507.3,1392.662,1588.7895,1322.8371,1382.5512,1126.5098,1416.2354,1465.089,1341.056,protein K48-linked ubiquitination///ubiquitin-dependent protein catabolic process,GO:0070936///GO:0006511,False
14637,TTC30A,110.63,103.86,108.913,122.085,134.77200000000002,125.13799999999999,118.991,114.766,141.108,129.439,124.62299999999999,119.037,cilium assembly///intraciliary transport,GO:0042384///GO:0042073,False
14638,TTC30B,136.91299999999998,124.58200000000001,116.134,150.089,157.469,139.344,119.682,105.618,139.42,135.83,145.72,131.79399999999998,cilium assembly///intraciliary transport,GO:0042384///GO:0042073,False
14639,TTC39A,92.6716,90.2562,96.6052,100.13799999999999,104.35,96.4941,86.3117,98.9999,92.0759,100.655,96.954,90.1923,biological_process,GO:0008150,False
14640,TTC5,152.525,161.256,154.136,196.36900000000003,168.023,205.195,173.88299999999998,173.09,184.85299999999998,256.645,250.497,213.361,DNA repair///positive regulation of transcription from RNA polymerase II promoter///regulation of signal transduction by p53 class mediator,GO:0006281///GO:0045944///GO:1901796,False
14641,TTC7A,101.804,97.865,104.279,101.916,97.7064,92.8222,111.802,126.384,108.23200000000001,117.92399999999999,105.96600000000001,102.575,cellular iron ion homeostasis///establishment of protein localization to plasma membrane///hemopoiesis,GO:0006879///GO:0090002///GO:0030097,False
14642,TTC7B,113.198,117.896,112.63600000000001,100.01899999999999,101.679,111.773,106.756,96.7561,93.5,104.609,106.537,103.803,establishment of protein localization to plasma membrane///phosphatidylinositol phosphorylation,GO:0090002///GO:0046854,False
14643,TTC8,128.6435,133.5485,116.72399999999999,143.795,136.4775,126.094,130.89,120.67399999999999,122.711,126.8835,115.5575,128.45600000000002,cilium assembly///establishment of anatomical structure orientation///protein transport///sensory processing,GO:0042384///GO:0048560///GO:0015031///GO:0050893,False
14644,TTC9,95.8308,93.3129,98.3494,95.9559,98.479,102.05,147.618,121.81200000000001,133.91299999999998,133.593,131.79399999999998,140.346,chaperone-mediated protein folding///protein peptidyl-prolyl isomerization,GO:0061077///GO:0000413,False
14645,TTC9B,94.0898,92.2877,89.4029,101.213,93.2577,98.0667,100.266,99.4274,111.265,88.425,101.448,101.795,biological_process///chaperone-mediated protein folding///protein peptidyl-prolyl isomerization,GO:0008150///GO:0061077///GO:0000413,False
14646,TTC9C,232.5145,238.946,217.0515,173.368,169.7355,216.7945,383.75,376.273,381.434,273.437,284.0225,279.555,chaperone-mediated protein folding///protein peptidyl-prolyl isomerization,GO:0061077///GO:0000413,False
14647,TTF1,164.6285,173.1985,145.16775,163.42885,181.96445,178.118,174.69915,183.4715,153.3665,177.99599999999998,172.5549,182.7365,"DNA-templated transcription, termination///cell differentiation///cellular protein metabolic process///chromatin remodeling///negative regulation of DNA replication///NOT regulation of transcription from RNA polymerase II promoter///termination of RNA polymerase I transcription///termination of RNA polymerase I transcription///transcription initiation from RNA polymerase I promoter",GO:0006353///GO:0030154///GO:0044267///GO:0006338///GO:0008156///NOT GO:0006357///GO:0006363///GO:0006363///GO:0006361,False
14648,TTF2,601.503,483.619,564.5169999999999,639.159,720.44,766.923,756.965,726.3760000000001,829.9739999999999,894.5139999999999,913.4780000000001,962.7819999999999,"DNA-templated transcription, termination///RNA splicing///mRNA processing///regulation of transcription, DNA-templated///termination of RNA polymerase II transcription",GO:0006353///GO:0008380///GO:0006397///GO:0006355///GO:0006369,False
14649,TTI1,162.38299999999998,158.753,203.735,199.896,165.456,166.122,181.59,154.006,161.84799999999998,202.72099999999998,214.97299999999998,208.952,regulation of TOR signaling,GO:0032006,False
14650,TTK,1347.66,1483.12,1325.28,1073.73,1211.37,1572.06,1798.61,2106.01,1663.63,1487.53,1855.74,1647.68,chromosome separation///mitotic spindle assembly checkpoint///mitotic spindle organization///peptidyl-tyrosine phosphorylation///positive regulation of cell proliferation///positive regulation of pathway-restricted SMAD protein phosphorylation///spindle organization,GO:0051304///GO:0007094///GO:0007052///GO:0018108///GO:0008284///GO:0010862///GO:0007051,False
14651,TTL,552.816,491.358,459.483,836.7510000000001,779.21,700.533,527.643,525.125,680.679,861.972,823.192,729.1389999999999,cellular protein modification process///microtubule cytoskeleton organization///regulation of axon extension,GO:0006464///GO:0000226///GO:0030516,False
14652,TTLL1,107.84,118.4125,117.8435,151.78,147.4725,130.9695,123.2035,117.76100000000001,118.814,146.4075,138.313,122.296,axoneme assembly///epithelial cilium movement///protein polyglutamylation,GO:0035082///GO:0003351///GO:0018095,False
14653,TTLL10,93.4958,111.633,98.2289,94.8964,109.665,90.2614,103.59899999999999,98.0262,95.0172,102.64299999999999,99.9837,98.4619,NOT protein polyglycylation,NOT GO:0018094,False
14654,TTLL11,264.499,196.05200000000002,220.36,159.972,167.0285,178.2455,115.697,112.765,112.413,107.20235,109.3095,104.412,microtubule severing///protein polyglutamylation,GO:0051013///GO:0018095,False
14655,TTLL12,307.275,374.72900000000004,325.163,307.117,323.19,269.139,397.36300000000006,496.657,410.662,434.76800000000003,490.42400000000004,371.685,cellular protein modification process,GO:0006464,False
14656,TTLL2,96.1095,101.4385,99.98945,100.14515,92.53825,95.23825,99.15385,95.79415,95.8739,92.9991,96.89735,93.08625,cellular protein modification process,GO:0006464,False
14657,TTLL3,109.89200000000001,106.79899999999999,107.646,106.95299999999999,95.6883,104.921,100.088,94.4359,104.094,103.12700000000001,99.3894,88.6029,axoneme assembly///cilium assembly///protein polyglycylation,GO:0035082///GO:0042384///GO:0018094,False
14658,TTLL4,136.121,148.219,126.803,136.988,136.619,132.135,196.442,168.49099999999999,155.153,243.673,228.407,180.301,peptidyl-glutamic acid modification///protein polyglutamylation,GO:0018200///GO:0018095,False
14659,TTLL5,204.637,176.132,201.372,198.791,195.5,226.078,277.288,227.605,289.413,238.017,207.986,210.24,"fertilization///protein polyglutamylation///sperm axoneme assembly///sperm motility///transcription, DNA-templated",GO:0009566///GO:0018095///GO:0007288///GO:0030317///GO:0006351,False
14660,TTLL6,93.1285,101.81,105.488,94.9417,95.4288,100.77799999999999,98.1245,96.7378,94.0626,99.0964,96.1135,94.85799999999999,microtubule bundle formation///microtubule severing///positive regulation of cilium movement///protein polyglutamylation,GO:0001578///GO:0051013///GO:0003353///GO:0018095,False
14661,TTLL7,197.9075,165.8555,188.264,250.343,245.824,227.417,189.58,162.29,155.197,211.332,190.44099999999997,213.82299999999998,cell differentiation///nervous system development///protein polyglutamylation,GO:0030154///GO:0007399///GO:0018095,False
14662,TTLL9,89.77675,98.74515,100.02445,98.8656,106.1295,99.7919,100.3052,103.9477,98.73295,97.5196,94.84185,104.3397,cellular protein modification process,GO:0006464,False
14663,TTN,95.96444,100.0253,99.2994,102.77476,97.11954,99.77096,101.96462,97.89974000000001,96.92536,94.7953,100.86242,100.45186,cardiac muscle contraction///cardiac muscle fiber development///cardiac muscle hypertrophy///cardiac muscle tissue morphogenesis///cardiac myofibril assembly///detection of muscle stretch///detection of muscle stretch///mitotic chromosome condensation///muscle contraction///muscle contraction///muscle filament sliding///peptidyl-tyrosine phosphorylation///platelet degranulation///regulation of catalytic activity///regulation of protein kinase activity///response to calcium ion///sarcomere organization///sarcomerogenesis///skeletal muscle myosin thick filament assembly///skeletal muscle thin filament assembly///striated muscle contraction,GO:0060048///GO:0048739///GO:0003300///GO:0055008///GO:0055003///GO:0035995///GO:0035995///GO:0007076///GO:0006936///GO:0006936///GO:0030049///GO:0018108///GO:0002576///GO:0050790///GO:0045859///GO:0051592///GO:0045214///GO:0048769///GO:0030241///GO:0030240///GO:0006941,False
14664,TTPA,100.4399,93.56025,97.93315,90.66745,91.4676,104.71405,96.6739,88.86285,91.7662,93.4382,94.86625,107.6455,embryonic placenta development///intermembrane transport///intracellular pH reduction///lipid metabolic process///negative regulation of cell death///negative regulation of establishment of blood-brain barrier///response to nutrient///response to pH///response to toxic substance///transport///vitamin E metabolic process///vitamin transport,GO:0001892///GO:0046909///GO:0051452///GO:0006629///GO:0060548///GO:0090212///GO:0007584///GO:0009268///GO:0009636///GO:0006810///GO:0042360///GO:0051180,False
14665,TTPAL,350.4905,394.7995,391.4345,476.2585,533.4175,556.5125,288.733,284.56,287.4515,350.681,319.077,244.3335,transport,GO:0006810,False
14666,TTR,98.6104,101.085,103.89399999999999,92.3167,98.5916,95.2667,95.3139,99.3665,101.015,98.9121,106.071,104.895,cellular protein metabolic process///extracellular matrix organization///NOT purine nucleobase metabolic process///retinoid metabolic process///retinol metabolic process///transport,GO:0044267///GO:0030198///NOT GO:0006144///GO:0001523///GO:0042572///GO:0006810,False
14667,TTYH1,98.45935,99.29255,101.1359,98.13495,103.3445,96.7823,100.51065,107.4,110.77600000000001,102.95505,100.48715,98.6885,cell-substrate adhesion///chloride transmembrane transport///chloride transport///filopodium assembly///ion transmembrane transport///iron ion transmembrane transport///iron ion transport///mitotic nuclear division///regulation of anion transport///single organismal cell-cell adhesion,GO:0031589///GO:1902476///GO:0006821///GO:0046847///GO:0034220///GO:0034755///GO:0006826///GO:0007067///GO:0044070///GO:0016337,False
14668,TTYH2,105.24233329999998,97.05483333,98.0391,104.4867,107.28566670000001,108.32700000000001,105.42733329999999,98.47863333,99.3861,100.4647,99.02236667,99.63446667,chloride transmembrane transport,GO:1902476,False
14669,TTYH3,334.843,302.176,339.353,361.039,360.664,373.20599999999996,253.495,247.667,223.64,350.973,349.1,313.502,chloride transmembrane transport///chloride transport///ion transmembrane transport,GO:1902476///GO:0006821///GO:0034220,False
14670,TUB,108.56796670000001,104.4136333,116.9622,110.69806670000001,111.93483329999998,129.19299999999998,94.86713333,97.7756,95.6447,99.1438,97.95486667,103.7732,"phagocytosis, recognition///photoreceptor cell maintenance///positive regulation of phagocytosis///protein localization to photoreceptor outer segment///receptor localization to nonmotile primary cilium///response to hormone///retina development in camera-type eye///sensory perception of sound",GO:0006910///GO:0045494///GO:0050766///GO:1903546///GO:0097500///GO:0009725///GO:0060041///GO:0007605,False
14671,TUBA1A,10451.29,10560.955,10627.805,14010.555,13016.425,12408.41,9047.335,9113.45,8208.9,9773.705,10121.365,8969.23,G2/M transition of mitotic cell cycle///cell division///cytoskeleton organization///cytoskeleton-dependent intracellular transport///microtubule-based process,GO:0000086///GO:0051301///GO:0007010///GO:0030705///GO:0007017,False
14672,TUBA1B,16276.1,11137.9,15620.7,15954.7,15118.3,13309.3,14783.5,13894.0,19886.3,16062.4,15339.9,15252.3,cell division///cellular response to interleukin-4///cytoskeleton-dependent intracellular transport///microtubule cytoskeleton organization///microtubule-based process,GO:0051301///GO:0071353///GO:0030705///GO:0000226///GO:0007017,False
14673,TUBA1C,11368.8,9750.48,11650.4,13696.55,13762.3,13032.85,10490.72,10481.97,9901.345,11826.26,11589.175,10611.59,cell division///cytoskeleton organization///cytoskeleton-dependent intracellular transport///microtubule-based process,GO:0051301///GO:0007010///GO:0030705///GO:0007017,False
14674,TUBA3C,93.7668,102.94200000000001,101.23200000000001,101.552,99.7546,97.0634,108.773,105.58200000000001,94.7155,98.0245,99.0046,100.30799999999999,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14675,TUBA3D,286.8475,390.6333,331.7985,290.1025,282.2422,426.01045,233.27145,312.79400000000004,365.89005,245.5582,253.8263,429.99699999999996,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14676,TUBA3E,111.20700000000001,108.844,111.105,122.75,122.06,136.83100000000002,104.44,98.4164,100.52799999999999,96.0724,97.2953,100.796,biological_process///cytoskeleton organization///microtubule-based process,GO:0008150///GO:0007010///GO:0007017,False
14677,TUBA4A,354.295,333.14300000000003,377.18199999999996,370.955,334.598,330.95099999999996,147.559,119.05799999999999,123.22,262.92400000000004,240.38400000000001,397.843,G2/M transition of mitotic cell cycle///cytoskeleton organization///microtubule-based process///platelet degranulation,GO:0000086///GO:0007010///GO:0007017///GO:0002576,False
14678,TUBA4B,91.0793,88.02600000000001,89.9884,93.7492,102.38,98.2691,96.416,99.9384,93.1067,90.7766,102.85,95.4993,biological_process///cytoskeleton organization///microtubule-based process,GO:0008150///GO:0007010///GO:0007017,False
14679,TUBA8,88.8728,100.771,105.39399999999999,96.6264,89.3152,96.6354,96.2052,92.6582,90.2965,108.26100000000001,95.7983,83.0066,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14680,TUBAL3,95.9947,95.6705,103.781,92.8222,96.2767,97.0791,116.992,108.382,99.6943,109.596,113.266,92.0564,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14681,TUBB,5489.585,4673.095,5296.25,5806.65,6313.56,6109.57,7046.03,7069.595,7091.48,7825.955,7484.55,6606.965,G2/M transition of mitotic cell cycle///cell division///cellular process///cytoskeleton-dependent intracellular transport///microtubule-based process///movement of cell or subcellular component///natural killer cell mediated cytotoxicity///spindle assembly,GO:0000086///GO:0051301///GO:0009987///GO:0030705///GO:0007017///GO:0006928///GO:0042267///GO:0051225,False
14682,TUBB1,105.535,100.809,98.8613,103.632,99.8751,103.031,100.259,99.1647,101.28399999999999,104.838,98.5423,101.663,spindle assembly,GO:0051225,False
